"ferramenta","benchmark","tamanho","rodada","tempo_ms"
"CUDA","nbodies","30000","16","478.610000"
"Numba","nearest_neighbor","80000000","16","1159.190000"
"Numba","nearest_neighbor","100000000","16","1351.290000"
"CUDA","saxpy","50000000","16","126.220000"
"PolyHok","julia","1500","16","132.000000"
"PolyHok","nearest_neighbor","60000000","16","1022.000000"
"Numba","nbodies","25000","16","586.210000"
"PolyHok","saxpy","125000000","16","658.000000"
"CUDA","nearest_neighbor","60000000","16","560.250000"
"PolyHok","julia","1000","16","99.000000"
"Numba","mm","3000","16","1155.210000"
"PolyHok","saxpy","100000000","16","600.000000"
"PolyHok","mm","3500","16","865.000000"
"CUDA","julia","2000","16","115.610000"
"PolyHok","nbodies","20000","16","610.000000"
"CUDA","nearest_neighbor","100000000","16","950.100000"
"CUDA","nbodies","35000","16","688.230000"
"CUDA","saxpy","75000000","16","208.590000"
"PolyHok","mm","3000","16","624.000000"
"PolyHok","nearest_neighbor","80000000","16","1252.000000"
"Numba","mm","2000","16","1085.780000"
"PolyHok","julia","2000","16","187.000000"
"Numba","saxpy","100000000","16","764.360000"
"Numba","saxpy","150000000","16","677.620000"
"CUDA","julia","2500","16","175.560000"
"CUDA","mm","3000","16","301.770000"
"CUDA","nbodies","15000","16","115.150000"
"Numba","mm","4000","16","1942.610000"
"PolyHok","nbodies","15000","16","453.000000"
"CUDA","julia","500","16","7.220000"
"Numba","saxpy","125000000","16","603.390000"
"PolyHok","saxpy","50000000","16","418.000000"
"CUDA","nbodies","20000","16","314.510000"
"CUDA","mm","2000","16","87.430000"
"CUDA","saxpy","150000000","16","386.170000"
"PolyHok","saxpy","150000000","16","729.000000"
"PolyHok","mm","2000","16","372.000000"
"PolyHok","saxpy","100000000","17","616.000000"
"Numba","nearest_neighbor","80000000","17","1168.860000"
"Numba","nbodies","15000","17","404.160000"
"PolyHok","nearest_neighbor","40000000","17","801.000000"
"CUDA","nbodies","25000","17","395.330000"
"Numba","saxpy","50000000","17","379.840000"
"PolyHok","nbodies","20000","17","542.000000"
"CUDA","nearest_neighbor","60000000","17","557.230000"
"PolyHok","saxpy","50000000","17","388.000000"
"CUDA","saxpy","100000000","17","254.090000"
"PolyHok","nearest_neighbor","80000000","17","1271.000000"
"Numba","mm","2500","17","671.260000"
"Numba","nearest_neighbor","40000000","17","725.110000"
"PolyHok","mm","3500","17","860.000000"
"PolyHok","nbodies","15000","17","442.000000"
"PolyHok","julia","1500","17","130.000000"
"Numba","nbodies","20000","17","532.310000"
"Numba","julia","500","17","287.560000"
"Numba","nbodies","35000","17","775.970000"
"Numba","saxpy","75000000","17","467.450000"
"CUDA","mm","2000","17","87.480000"
"CUDA","mm","3000","17","305.580000"
"PolyHok","saxpy","75000000","17","538.000000"
"PolyHok","julia","2000","17","185.000000"
"Numba","nbodies","25000","17","593.830000"
"PolyHok","saxpy","150000000","17","727.000000"
"Numba","julia","2000","17","473.050000"
"Numba","nearest_neighbor","20000000","17","521.850000"
"CUDA","saxpy","75000000","17","190.720000"
"CUDA","nbodies","15000","17","115.140000"
"Numba","saxpy","125000000","17","599.520000"
"Numba","julia","1000","17","326.090000"
"CUDA","mm","3500","17","557.260000"
"CUDA","julia","2500","17","175.900000"
"PolyHok","mm","2500","17","494.000000"
"CUDA","nearest_neighbor","20000000","17","191.080000"
"CUDA","mm","4000","17","770.810000"
"Numba","saxpy","100000000","17","538.590000"
"Numba","julia","2500","17","584.260000"
"CUDA","nearest_neighbor","80000000","17","744.070000"
"PolyHok","saxpy","125000000","17","984.000000"
"CUDA","julia","2000","17","112.580000"
"Numba","mm","3500","17","1390.520000"
"CUDA","nearest_neighbor","100000000","17","931.060000"
"PolyHok","mm","4000","17","1071.000000"
"Numba","nearest_neighbor","100000000","17","11748.790000"
"CUDA","nbodies","35000","17","1176.450000"
"CUDA","julia","1500","17","63.890000"
"PolyHok","nearest_neighbor","60000000","17","1261.000000"
"PolyHok","nbodies","25000","17","1087.000000"
"PolyHok","mm","3000","17","615.000000"
"Numba","nbodies","30000","17","656.400000"
"CUDA","saxpy","150000000","17","398.480000"
"PolyHok","mm","2000","17","374.000000"
"Numba","mm","2000","17","655.790000"
"PolyHok","julia","2500","17","1395.000000"
"PolyHok","julia","500","17","72.000000"
"PolyHok","nbodies","35000","17","1003.000000"
"CUDA","nearest_neighbor","40000000","17","470.800000"
"PolyHok","nearest_neighbor","20000000","17","586.000000"
"CUDA","mm","2500","17","189.930000"
"PolyHok","nbodies","30000","17","901.000000"
"CUDA","nbodies","30000","17","478.260000"
"Numba","mm","4000","17","1945.580000"
"Numba","nearest_neighbor","60000000","17","950.510000"
"PolyHok","julia","1000","17","94.000000"
"Numba","mm","3000","17","966.060000"
"CUDA","julia","500","17","7.260000"
"CUDA","saxpy","125000000","17","317.390000"
"Numba","julia","1500","17","389.980000"
"CUDA","nbodies","20000","17","298.800000"
"Numba","saxpy","150000000","17","676.980000"
"PolyHok","nearest_neighbor","100000000","17","1467.000000"
"CUDA","saxpy","50000000","17","125.890000"
"CUDA","julia","1000","17","28.320000"
"CUDA","julia","1000","18","28.380000"
"PolyHok","mm","3000","18","651.000000"
"PolyHok","nearest_neighbor","60000000","18","1048.000000"
"PolyHok","saxpy","150000000","18","1095.000000"
"Numba","mm","2000","18","471.370000"
"PolyHok","mm","2000","18","369.000000"
"PolyHok","julia","2500","18","249.000000"
"CUDA","saxpy","150000000","18","382.420000"
"PolyHok","nearest_neighbor","20000000","18","597.000000"
"Numba","nbodies","25000","18","596.490000"
"CUDA","julia","1500","18","63.400000"
"Numba","nearest_neighbor","60000000","18","937.140000"
"CUDA","saxpy","50000000","18","126.070000"
"CUDA","nearest_neighbor","20000000","18","189.220000"
"CUDA","saxpy","75000000","18","193.200000"
"Numba","nearest_neighbor","20000000","18","529.250000"
"Numba","saxpy","100000000","18","533.590000"
"CUDA","julia","500","18","7.210000"
"PolyHok","nbodies","30000","18","906.000000"
"Numba","julia","1000","18","323.820000"
"PolyHok","nbodies","20000","18","702.000000"
"CUDA","nearest_neighbor","40000000","18","371.960000"
"CUDA","nbodies","30000","18","478.260000"
"CUDA","mm","3500","18","559.700000"
"CUDA","julia","2000","18","112.830000"
"Numba","nearest_neighbor","80000000","18","1152.110000"
"PolyHok","saxpy","125000000","18","639.000000"
"PolyHok","mm","2500","18","484.000000"
"Numba","julia","2500","18","593.630000"
"PolyHok","julia","1500","18","132.000000"
"Numba","mm","3500","18","1390.970000"
"Numba","nbodies","30000","18","649.970000"
"PolyHok","saxpy","50000000","18","422.000000"
"Numba","mm","4000","18","1976.310000"
"PolyHok","nearest_neighbor","100000000","18","1549.000000"
"PolyHok","nearest_neighbor","80000000","18","1298.000000"
"Numba","nbodies","20000","18","534.730000"
"Numba","saxpy","75000000","18","448.230000"
"CUDA","mm","4000","18","750.830000"
"PolyHok","saxpy","75000000","18","498.000000"
"PolyHok","nbodies","35000","18","962.000000"
"Numba","mm","2500","18","664.840000"
"CUDA","saxpy","125000000","18","313.910000"
"PolyHok","nbodies","25000","18","807.000000"
"PolyHok","julia","2000","18","187.000000"
"PolyHok","julia","1000","18","96.000000"
"Numba","saxpy","150000000","18","680.020000"
"Numba","nbodies","35000","18","777.080000"
"CUDA","saxpy","100000000","18","251.030000"
"Numba","nearest_neighbor","100000000","18","1347.570000"
"PolyHok","mm","4000","18","1097.000000"
"PolyHok","mm","3500","18","867.000000"
"CUDA","nbodies","15000","18","115.160000"
"CUDA","nearest_neighbor","100000000","18","941.960000"
"CUDA","nbodies","20000","18","306.630000"
"PolyHok","saxpy","100000000","18","574.000000"
"CUDA","nbodies","35000","18","687.900000"
"CUDA","nearest_neighbor","80000000","18","759.700000"
"PolyHok","nbodies","15000","18","453.000000"
"Numba","julia","500","18","716.980000"
"CUDA","nearest_neighbor","60000000","18","567.950000"
"Numba","nearest_neighbor","40000000","18","729.770000"
"CUDA","mm","3000","18","302.210000"
"Numba","saxpy","50000000","18","375.590000"
"Numba","julia","2000","18","471.740000"
"PolyHok","julia","500","18","74.000000"
"Numba","julia","1500","18","385.350000"
"Numba","saxpy","125000000","18","604.060000"
"CUDA","mm","2500","18","191.000000"
"PolyHok","nearest_neighbor","40000000","18","843.000000"
"Numba","nbodies","15000","18","405.550000"
"CUDA","nbodies","25000","18","395.200000"
"CUDA","mm","2000","18","86.850000"
"Numba","mm","3000","18","966.170000"
"CUDA","julia","2500","18","175.730000"
"PolyHok","julia","2500","19","254.000000"
"PolyHok","nearest_neighbor","20000000","19","574.000000"
"PolyHok","julia","2000","19","182.000000"
"Numba","nearest_neighbor","80000000","19","1260.820000"
"Numba","mm","3000","19","962.170000"
"PolyHok","nbodies","20000","19","544.000000"
"Numba","nearest_neighbor","60000000","19","942.370000"
"CUDA","nearest_neighbor","20000000","19","186.870000"
"PolyHok","saxpy","75000000","19","502.000000"
"CUDA","saxpy","100000000","19","252.360000"
"CUDA","saxpy","50000000","19","132.750000"
"PolyHok","nearest_neighbor","100000000","19","1520.000000"
"PolyHok","julia","1500","19","131.000000"
"Numba","nbodies","30000","19","648.710000"
"PolyHok","nearest_neighbor","40000000","19","803.000000"
"CUDA","nearest_neighbor","40000000","19","372.950000"
"Numba","saxpy","125000000","19","605.140000"
"CUDA","julia","1000","19","28.310000"
"Numba","saxpy","150000000","19","686.640000"
"Numba","julia","2000","19","471.590000"
"Numba","mm","3500","19","1387.920000"
"PolyHok","nbodies","30000","19","904.000000"
"Numba","julia","1500","19","389.780000"
"CUDA","nearest_neighbor","60000000","19","560.750000"
"Numba","saxpy","75000000","19","451.930000"
"Numba","mm","2500","19","659.680000"
"PolyHok","saxpy","150000000","19","731.000000"
"CUDA","saxpy","150000000","19","379.450000"
"Numba","nbodies","20000","19","525.970000"
"PolyHok","julia","1000","19","93.000000"
"CUDA","mm","2500","19","192.050000"
"CUDA","nbodies","15000","19","115.090000"
"PolyHok","mm","2000","19","369.000000"
"CUDA","mm","2000","19","87.580000"
"Numba","nearest_neighbor","40000000","19","735.150000"
"CUDA","julia","2500","19","175.910000"
"CUDA","saxpy","125000000","19","330.550000"
"CUDA","julia","2000","19","113.400000"
"PolyHok","julia","500","19","73.000000"
"CUDA","nearest_neighbor","100000000","19","930.690000"
"Numba","nbodies","25000","19","639.990000"
"CUDA","mm","4000","19","757.780000"
"PolyHok","mm","3000","19","644.000000"
"PolyHok","nbodies","35000","19","1010.000000"
"CUDA","mm","3500","19","559.070000"
"CUDA","nbodies","35000","19","715.460000"
"PolyHok","saxpy","100000000","19","572.000000"
"PolyHok","nbodies","25000","19","780.000000"
"PolyHok","nbodies","15000","19","445.000000"
"PolyHok","saxpy","125000000","19","677.000000"
"Numba","saxpy","50000000","19","388.860000"
"Numba","mm","4000","19","1942.920000"
"CUDA","julia","1500","19","63.940000"
"CUDA","julia","500","19","7.430000"
"Numba","julia","500","19","293.960000"
"Numba","nearest_neighbor","20000000","19","515.800000"
"PolyHok","nearest_neighbor","60000000","19","1040.000000"
"CUDA","saxpy","75000000","19","188.210000"
"CUDA","nearest_neighbor","80000000","19","745.380000"
"PolyHok","mm","4000","19","1415.000000"
"PolyHok","mm","3500","19","869.000000"
"PolyHok","saxpy","50000000","19","424.000000"
"CUDA","nbodies","20000","19","298.910000"
"PolyHok","mm","2500","19","512.000000"
"Numba","nbodies","35000","19","910.460000"
"CUDA","nbodies","30000","19","478.280000"
"CUDA","nbodies","25000","19","395.450000"
"Numba","julia","1000","19","325.070000"
"Numba","nbodies","15000","19","606.460000"
"Numba","saxpy","100000000","19","546.240000"
"PolyHok","nearest_neighbor","80000000","19","1248.000000"
"Numba","nearest_neighbor","100000000","19","1428.000000"
"CUDA","mm","3000","19","302.480000"
"Numba","mm","2000","19","460.000000"
"Numba","julia","2500","19","594.400000"
"CUDA","nearest_neighbor","40000000","20","382.200000"
"Numba","saxpy","150000000","20","678.180000"
"CUDA","saxpy","75000000","20","191.090000"
"Numba","mm","3000","20","990.870000"
"CUDA","julia","500","20","7.230000"
"PolyHok","julia","1500","20","216.000000"
"CUDA","mm","4000","20","751.570000"
"Numba","nearest_neighbor","40000000","20","763.330000"
"PolyHok","nbodies","20000","20","551.000000"
"Numba","nbodies","15000","20","403.840000"
"CUDA","julia","2000","20","112.470000"
"CUDA","nearest_neighbor","100000000","20","945.810000"
"Numba","julia","1500","20","387.410000"
"Numba","nbodies","20000","20","533.230000"
"Numba","nearest_neighbor","100000000","20","1356.310000"
"CUDA","mm","2500","20","190.380000"
"PolyHok","saxpy","125000000","20","742.000000"
"Numba","saxpy","50000000","20","381.570000"
"Numba","nbodies","30000","20","638.970000"
"CUDA","nbodies","25000","20","395.640000"
"PolyHok","mm","3500","20","850.000000"
"Numba","nearest_neighbor","80000000","20","1171.780000"
"PolyHok","nbodies","35000","20","2061.000000"
"CUDA","mm","2000","20","87.210000"
"Numba","saxpy","75000000","20","454.100000"
"CUDA","saxpy","150000000","20","407.380000"
"PolyHok","saxpy","100000000","20","585.000000"
"CUDA","nbodies","35000","20","701.410000"
"Numba","nearest_neighbor","20000000","20","517.350000"
"CUDA","mm","3000","20","303.660000"
"PolyHok","mm","2500","20","494.000000"
"Numba","nearest_neighbor","60000000","20","1001.270000"
"Numba","julia","2500","20","586.320000"
"PolyHok","saxpy","75000000","20","529.000000"
"CUDA","julia","1500","20","63.580000"
"CUDA","nearest_neighbor","60000000","20","564.830000"
"PolyHok","nbodies","30000","20","904.000000"
"CUDA","mm","3500","20","559.800000"
"CUDA","julia","2500","20","175.760000"
"CUDA","saxpy","100000000","20","250.390000"
"PolyHok","mm","2000","20","374.000000"
"CUDA","saxpy","50000000","20","129.600000"
"Numba","julia","2000","20","491.150000"
"PolyHok","julia","2000","20","185.000000"
"CUDA","nearest_neighbor","20000000","20","187.480000"
"CUDA","saxpy","125000000","20","322.370000"
"CUDA","nbodies","15000","20","115.140000"
"Numba","nbodies","35000","20","782.820000"
"PolyHok","saxpy","150000000","20","795.000000"
"Numba","julia","500","20","301.870000"
"Numba","saxpy","100000000","20","524.070000"
"CUDA","nbodies","20000","20","298.880000"
"PolyHok","nearest_neighbor","60000000","20","1051.000000"
"PolyHok","julia","2500","20","248.000000"
"Numba","mm","3500","20","1393.340000"
"PolyHok","julia","500","20","72.000000"
"PolyHok","saxpy","50000000","20","433.000000"
"CUDA","julia","1000","20","28.350000"
"Numba","mm","4000","20","2023.240000"
"Numba","mm","2000","20","457.810000"
"PolyHok","nearest_neighbor","40000000","20","787.000000"
"PolyHok","nbodies","25000","20","801.000000"
"PolyHok","mm","4000","20","1077.000000"
"CUDA","nbodies","30000","20","478.450000"
"PolyHok","mm","3000","20","638.000000"
"PolyHok","nearest_neighbor","100000000","20","2285.000000"
"PolyHok","nearest_neighbor","20000000","20","576.000000"
"Numba","julia","1000","20","2079.300000"
"Numba","nbodies","25000","20","1942.680000"
"CUDA","nearest_neighbor","80000000","20","745.730000"
"Numba","mm","2500","20","662.720000"
"Numba","saxpy","125000000","20","602.370000"
"PolyHok","nearest_neighbor","80000000","20","1248.000000"
"PolyHok","nbodies","15000","20","449.000000"
"PolyHok","julia","1000","20","94.000000"
"CUDA","nearest_neighbor","80000000","21","745.710000"
"CUDA","julia","1000","21","28.300000"
"CUDA","nbodies","35000","21","687.890000"
"Numba","nearest_neighbor","40000000","21","817.080000"
"PolyHok","saxpy","50000000","21","414.000000"
"Numba","nearest_neighbor","60000000","21","964.870000"
"Numba","nearest_neighbor","80000000","21","1145.850000"
"CUDA","nearest_neighbor","100000000","21","931.400000"
"CUDA","saxpy","75000000","21","191.360000"
"PolyHok","nearest_neighbor","60000000","21","1126.000000"
"CUDA","mm","3500","21","557.310000"
"CUDA","nbodies","30000","21","478.300000"
"Numba","saxpy","75000000","21","452.460000"
"CUDA","julia","2000","21","112.450000"
"PolyHok","julia","2500","21","257.000000"
"Numba","julia","1000","21","323.830000"
"Numba","mm","2500","21","660.890000"
"PolyHok","nearest_neighbor","100000000","21","1510.000000"
"CUDA","nbodies","25000","21","395.110000"
"Numba","mm","3000","21","962.120000"
"Numba","nbodies","20000","21","522.590000"
"Numba","mm","2000","21","454.370000"
"Numba","mm","3500","21","1394.950000"
"CUDA","saxpy","100000000","21","251.990000"
"PolyHok","mm","2000","21","374.000000"
"Numba","saxpy","125000000","21","611.860000"
"CUDA","mm","2500","21","190.770000"
"CUDA","nbodies","20000","21","298.840000"
"Numba","julia","500","21","287.240000"
"CUDA","julia","500","21","7.230000"
"PolyHok","nbodies","30000","21","1200.000000"
"PolyHok","saxpy","150000000","21","1738.000000"
"PolyHok","saxpy","125000000","21","649.000000"
"PolyHok","julia","1000","21","92.000000"
"PolyHok","nearest_neighbor","20000000","21","570.000000"
"PolyHok","mm","2500","21","489.000000"
"Numba","saxpy","100000000","21","550.190000"
"CUDA","saxpy","125000000","21","360.370000"
"Numba","nbodies","25000","21","591.760000"
"PolyHok","nbodies","35000","21","1033.000000"
"PolyHok","nbodies","20000","21","709.000000"
"CUDA","mm","4000","21","754.830000"
"PolyHok","mm","3500","21","865.000000"
"PolyHok","julia","2000","21","185.000000"
"PolyHok","nearest_neighbor","80000000","21","1504.000000"
"CUDA","saxpy","50000000","21","132.060000"
"Numba","julia","2500","21","597.150000"
"CUDA","nearest_neighbor","20000000","21","188.930000"
"CUDA","mm","3000","21","302.530000"
"CUDA","nearest_neighbor","60000000","21","566.510000"
"Numba","nbodies","15000","21","405.250000"
"PolyHok","julia","500","21","73.000000"
"Numba","julia","1500","21","384.720000"
"CUDA","julia","2500","21","175.980000"
"PolyHok","nbodies","15000","21","451.000000"
"PolyHok","mm","4000","21","1092.000000"
"PolyHok","nbodies","25000","21","806.000000"
"PolyHok","mm","3000","21","648.000000"
"Numba","mm","4000","21","2055.140000"
"Numba","nearest_neighbor","20000000","21","531.850000"
"PolyHok","saxpy","75000000","21","502.000000"
"Numba","nbodies","30000","21","641.980000"
"CUDA","nearest_neighbor","40000000","21","373.850000"
"PolyHok","nearest_neighbor","40000000","21","837.000000"
"Numba","nearest_neighbor","100000000","21","1374.910000"
"CUDA","julia","1500","21","63.430000"
"Numba","saxpy","50000000","21","375.280000"
"CUDA","saxpy","150000000","21","377.400000"
"Numba","julia","2000","21","473.280000"
"CUDA","mm","2000","21","86.890000"
"PolyHok","julia","1500","21","134.000000"
"CUDA","nbodies","15000","21","115.130000"
"Numba","nbodies","35000","21","792.300000"
"Numba","saxpy","150000000","21","679.810000"
"PolyHok","saxpy","100000000","21","659.000000"
"Numba","nearest_neighbor","60000000","22","942.450000"
"Numba","nbodies","15000","22","403.460000"
"PolyHok","julia","2500","22","255.000000"
"Numba","saxpy","75000000","22","451.550000"
"CUDA","nbodies","15000","22","115.120000"
"CUDA","nbodies","30000","22","478.240000"
"PolyHok","nbodies","20000","22","543.000000"
"PolyHok","nbodies","35000","22","998.000000"
"PolyHok","saxpy","75000000","22","541.000000"
"PolyHok","saxpy","125000000","22","645.000000"
"CUDA","julia","2500","22","175.610000"
"CUDA","saxpy","50000000","22","125.800000"
"CUDA","nearest_neighbor","40000000","22","371.560000"
"Numba","nbodies","35000","22","807.310000"
"PolyHok","nearest_neighbor","40000000","22","803.000000"
"PolyHok","saxpy","100000000","22","592.000000"
"Numba","nearest_neighbor","100000000","22","1378.010000"
"CUDA","mm","4000","22","754.880000"
"CUDA","saxpy","125000000","22","329.740000"
"PolyHok","mm","2000","22","367.000000"
"CUDA","nbodies","20000","22","298.830000"
"CUDA","mm","2500","22","191.560000"
"CUDA","saxpy","150000000","22","384.600000"
"Numba","mm","2500","22","805.020000"
"Numba","nearest_neighbor","20000000","22","563.350000"
"CUDA","saxpy","75000000","22","198.500000"
"Numba","julia","2500","22","590.880000"
"PolyHok","nearest_neighbor","60000000","22","1101.000000"
"Numba","julia","1500","22","408.190000"
"PolyHok","mm","3500","22","892.000000"
"Numba","saxpy","100000000","22","709.030000"
"PolyHok","mm","4000","22","1083.000000"
"PolyHok","julia","1000","22","93.000000"
"PolyHok","nbodies","15000","22","450.000000"
"CUDA","nearest_neighbor","20000000","22","192.420000"
"CUDA","julia","1500","22","65.620000"
"Numba","julia","1000","22","329.080000"
"CUDA","saxpy","100000000","22","279.690000"
"Numba","mm","4000","22","1954.870000"
"PolyHok","nbodies","25000","22","811.000000"
"CUDA","nbodies","35000","22","688.090000"
"PolyHok","saxpy","150000000","22","731.000000"
"PolyHok","nbodies","30000","22","902.000000"
"PolyHok","julia","1500","22","134.000000"
"Numba","nearest_neighbor","80000000","22","1173.660000"
"CUDA","julia","500","22","7.280000"
"PolyHok","nearest_neighbor","80000000","22","1256.000000"
"Numba","mm","3500","22","1392.760000"
"Numba","nbodies","30000","22","640.710000"
"Numba","saxpy","150000000","22","679.220000"
"Numba","mm","3000","22","975.530000"
"Numba","saxpy","50000000","22","377.730000"
"CUDA","julia","2000","22","112.560000"
"Numba","julia","500","22","295.170000"
"Numba","nearest_neighbor","40000000","22","792.280000"
"PolyHok","mm","2500","22","490.000000"
"Numba","saxpy","125000000","22","628.000000"
"PolyHok","nearest_neighbor","20000000","22","602.000000"
"Numba","mm","2000","22","457.180000"
"CUDA","mm","3500","22","557.150000"
"CUDA","julia","1000","22","28.440000"
"CUDA","mm","3000","22","301.420000"
"PolyHok","nearest_neighbor","100000000","22","1467.000000"
"CUDA","mm","2000","22","86.780000"
"CUDA","nearest_neighbor","60000000","22","559.420000"
"CUDA","nbodies","25000","22","395.530000"
"PolyHok","julia","2000","22","185.000000"
"PolyHok","saxpy","50000000","22","385.000000"
"Numba","julia","2000","22","514.850000"
"CUDA","nearest_neighbor","100000000","22","930.280000"
"PolyHok","julia","500","22","73.000000"
"Numba","nbodies","25000","22","587.170000"
"PolyHok","mm","3000","22","598.000000"
"CUDA","nearest_neighbor","80000000","22","756.020000"
"Numba","nbodies","20000","22","547.680000"
"Numba","julia","1500","23","386.390000"
"CUDA","julia","2000","23","112.620000"
"Numba","saxpy","100000000","23","536.910000"
"Numba","nbodies","35000","23","781.320000"
"CUDA","saxpy","150000000","23","405.440000"
"Numba","nbodies","30000","23","644.520000"
"CUDA","mm","3500","23","607.400000"
"PolyHok","julia","500","23","163.000000"
"CUDA","julia","1000","23","28.270000"
"PolyHok","mm","2500","23","512.000000"
"Numba","saxpy","75000000","23","467.030000"
"PolyHok","mm","4000","23","1078.000000"
"PolyHok","nbodies","25000","23","787.000000"
"Numba","nbodies","20000","23","632.920000"
"PolyHok","nbodies","35000","23","1025.000000"
"CUDA","nearest_neighbor","100000000","23","964.560000"
"CUDA","nbodies","25000","23","395.600000"
"Numba","saxpy","50000000","23","390.560000"
"CUDA","mm","2000","23","87.670000"
"PolyHok","saxpy","100000000","23","640.000000"
"PolyHok","nbodies","30000","23","907.000000"
"Numba","mm","3500","23","1429.340000"
"PolyHok","saxpy","50000000","23","749.000000"
"CUDA","julia","500","23","8.260000"
"CUDA","nbodies","35000","23","707.150000"
"PolyHok","saxpy","150000000","23","717.000000"
"PolyHok","nearest_neighbor","100000000","23","1471.000000"
"PolyHok","nearest_neighbor","80000000","23","1338.000000"
"PolyHok","nbodies","15000","23","417.000000"
"Numba","julia","1000","23","334.050000"
"Numba","nearest_neighbor","60000000","23","934.250000"
"Numba","mm","2000","23","462.850000"
"CUDA","saxpy","75000000","23","202.680000"
"PolyHok","julia","2500","23","255.000000"
"PolyHok","nearest_neighbor","40000000","23","805.000000"
"Numba","nearest_neighbor","80000000","23","1171.820000"
"CUDA","nearest_neighbor","20000000","23","185.840000"
"PolyHok","julia","2000","23","186.000000"
"CUDA","nbodies","15000","23","115.080000"
"Numba","julia","2500","23","587.730000"
"Numba","mm","2500","23","660.200000"
"Numba","julia","2000","23","475.840000"
"Numba","nearest_neighbor","100000000","23","1358.430000"
"CUDA","julia","1500","23","63.460000"
"CUDA","saxpy","125000000","23","316.950000"
"CUDA","mm","3000","23","301.870000"
"PolyHok","nearest_neighbor","20000000","23","604.000000"
"Numba","nbodies","25000","23","588.080000"
"Numba","nbodies","15000","23","403.910000"
"PolyHok","julia","1000","23","95.000000"
"CUDA","nearest_neighbor","60000000","23","558.610000"
"Numba","nearest_neighbor","40000000","23","759.860000"
"CUDA","nbodies","20000","23","299.880000"
"CUDA","julia","2500","23","176.030000"
"PolyHok","saxpy","125000000","23","651.000000"
"PolyHok","mm","3000","23","598.000000"
"CUDA","saxpy","100000000","23","269.920000"
"CUDA","saxpy","50000000","23","131.190000"
"PolyHok","nearest_neighbor","60000000","23","1131.000000"
"CUDA","mm","4000","23","751.150000"
"CUDA","nbodies","30000","23","478.240000"
"Numba","nearest_neighbor","20000000","23","542.510000"
"Numba","saxpy","125000000","23","600.660000"
"Numba","mm","4000","23","1941.300000"
"CUDA","nearest_neighbor","40000000","23","371.340000"
"Numba","julia","500","23","288.490000"
"CUDA","nearest_neighbor","80000000","23","752.640000"
"Numba","saxpy","150000000","23","683.430000"
"PolyHok","mm","3500","23","959.000000"
"Numba","mm","3000","23","973.880000"
"PolyHok","saxpy","75000000","23","603.000000"
"PolyHok","nbodies","20000","23","829.000000"
"PolyHok","julia","1500","23","410.000000"
"PolyHok","mm","2000","23","385.000000"
"CUDA","mm","2500","23","203.480000"
"Numba","julia","1000","24","328.200000"
"PolyHok","julia","1000","24","96.000000"
"Numba","julia","500","24","286.130000"
"PolyHok","nearest_neighbor","60000000","24","1158.000000"
"CUDA","mm","2000","24","86.960000"
"PolyHok","mm","2000","24","371.000000"
"Numba","nbodies","25000","24","588.700000"
"Numba","nbodies","35000","24","775.650000"
"PolyHok","saxpy","75000000","24","501.000000"
"Numba","saxpy","50000000","24","375.040000"
"PolyHok","saxpy","125000000","24","641.000000"
"PolyHok","mm","3000","24","652.000000"
"PolyHok","nearest_neighbor","20000000","24","564.000000"
"CUDA","julia","2000","24","112.660000"
"CUDA","saxpy","75000000","24","192.520000"
"CUDA","mm","2500","24","189.290000"
"CUDA","nearest_neighbor","20000000","24","185.930000"
"Numba","nearest_neighbor","60000000","24","953.790000"
"Numba","saxpy","75000000","24","451.490000"
"PolyHok","saxpy","100000000","24","564.000000"
"PolyHok","julia","500","24","72.000000"
"Numba","saxpy","150000000","24","689.450000"
"Numba","saxpy","125000000","24","612.790000"
"CUDA","saxpy","50000000","24","137.810000"
"CUDA","mm","3500","24","561.570000"
"Numba","saxpy","100000000","24","527.240000"
"PolyHok","mm","4000","24","1100.000000"
"CUDA","nbodies","25000","24","395.400000"
"PolyHok","mm","2500","24","481.000000"
"PolyHok","nbodies","35000","24","1011.000000"
"PolyHok","nbodies","25000","24","801.000000"
"CUDA","julia","2500","24","176.110000"
"PolyHok","mm","3500","24","866.000000"
"CUDA","saxpy","150000000","24","423.180000"
"Numba","mm","2500","24","764.360000"
"Numba","nearest_neighbor","40000000","24","756.990000"
"Numba","julia","2000","24","475.390000"
"Numba","nearest_neighbor","80000000","24","1201.820000"
"Numba","julia","1500","24","389.710000"
"Numba","nbodies","20000","24","593.260000"
"CUDA","nbodies","15000","24","115.130000"
"CUDA","nearest_neighbor","80000000","24","745.360000"
"PolyHok","julia","2500","24","344.000000"
"PolyHok","saxpy","50000000","24","532.000000"
"PolyHok","nearest_neighbor","80000000","24","1275.000000"
"PolyHok","nearest_neighbor","100000000","24","1494.000000"
"CUDA","mm","4000","24","754.310000"
"PolyHok","saxpy","150000000","24","715.000000"
"CUDA","saxpy","125000000","24","315.480000"
"PolyHok","julia","2000","24","233.000000"
"PolyHok","nearest_neighbor","40000000","24","802.000000"
"CUDA","nearest_neighbor","60000000","24","558.960000"
"CUDA","nbodies","30000","24","478.270000"
"PolyHok","nbodies","30000","24","904.000000"
"CUDA","julia","1500","24","63.710000"
"CUDA","saxpy","100000000","24","251.460000"
"Numba","mm","2000","24","490.080000"
"Numba","nbodies","30000","24","638.440000"
