"ferramenta","benchmark","tamanho","rodada","tempo_ms"
"CUDA","mm","4000","8","755.780000"
"PolyHok","mm","3500","8","863.000000"
"PolyHok","julia","2500","8","246.000000"
"CUDA","mm","3500","8","558.790000"
"PolyHok","nbodies","20000","8","552.000000"
"CUDA","nearest_neighbor","60000000","8","565.050000"
"PolyHok","nearest_neighbor","100000000","8","1709.000000"
"CUDA","nearest_neighbor","100000000","8","949.700000"
"Numba","nearest_neighbor","20000000","8","528.390000"
"PolyHok","nbodies","35000","8","1009.000000"
"PolyHok","mm","4000","8","1053.000000"
"Numba","mm","2000","8","471.890000"
"CUDA","saxpy","100000000","8","273.070000"
"Numba","saxpy","50000000","8","388.500000"
"CUDA","nbodies","25000","8","395.380000"
"Numba","mm","2500","8","666.210000"
"Numba","julia","2000","8","482.520000"
"PolyHok","mm","3000","8","609.000000"
"PolyHok","julia","500","8","75.000000"
"Numba","nearest_neighbor","40000000","8","743.920000"
"Numba","saxpy","125000000","8","636.870000"
"Numba","nbodies","20000","8","754.680000"
"CUDA","nbodies","30000","8","478.270000"
"CUDA","mm","2000","8","95.500000"
"CUDA","saxpy","125000000","8","1002.270000"
"CUDA","julia","1500","8","84.690000"
"CUDA","julia","2500","8","177.510000"
"Numba","nbodies","30000","8","649.560000"
"PolyHok","julia","1000","8","180.000000"
"Numba","julia","500","8","287.770000"
"Numba","nearest_neighbor","100000000","8","1351.600000"
"Numba","julia","2500","8","585.660000"
"CUDA","nearest_neighbor","20000000","8","186.330000"
"CUDA","nearest_neighbor","80000000","8","743.880000"
"PolyHok","saxpy","125000000","8","650.000000"
"CUDA","mm","2500","8","189.680000"
"Numba","saxpy","150000000","8","683.330000"
"Numba","mm","3500","8","1389.120000"
"PolyHok","nearest_neighbor","60000000","8","1027.000000"
"PolyHok","julia","2000","8","183.000000"
"CUDA","nearest_neighbor","40000000","8","372.740000"
"Numba","nbodies","15000","8","406.230000"
"CUDA","nbodies","15000","8","115.760000"
"PolyHok","nearest_neighbor","40000000","8","801.000000"
"PolyHok","mm","2000","8","371.000000"
"Numba","saxpy","75000000","8","452.970000"
"PolyHok","nearest_neighbor","80000000","8","1293.000000"
"Numba","julia","1000","8","378.500000"
"PolyHok","nbodies","25000","8","779.000000"
"PolyHok","saxpy","50000000","8","421.000000"
"Numba","nbodies","25000","8","586.870000"
"PolyHok","saxpy","100000000","8","563.000000"
"PolyHok","nbodies","30000","8","901.000000"
"CUDA","julia","1000","8","28.330000"
"CUDA","saxpy","75000000","8","188.560000"
"CUDA","julia","500","8","7.220000"
"Numba","mm","4000","8","1939.020000"
"CUDA","mm","3000","8","304.370000"
"PolyHok","nbodies","25000","9","810.000000"
"CUDA","julia","1000","9","28.340000"
"CUDA","nearest_neighbor","20000000","9","186.890000"
"Numba","mm","2000","9","455.420000"
"PolyHok","saxpy","50000000","9","419.000000"
"Numba","julia","2500","9","601.990000"
"PolyHok","julia","1000","9","95.000000"
"Numba","nbodies","30000","9","641.130000"
"PolyHok","nearest_neighbor","20000000","9","600.000000"
"PolyHok","nbodies","30000","9","902.000000"
"Numba","saxpy","75000000","9","451.490000"
"PolyHok","nbodies","20000","9","540.000000"
"PolyHok","julia","500","9","74.000000"
"Numba","nearest_neighbor","100000000","9","1357.040000"
"Numba","saxpy","50000000","9","378.850000"
"CUDA","saxpy","75000000","9","188.760000"
"Numba","saxpy","125000000","9","607.260000"
"Numba","nearest_neighbor","60000000","9","932.830000"
"PolyHok","mm","2000","9","379.000000"
"Numba","mm","3000","9","965.510000"
"CUDA","saxpy","125000000","9","312.350000"
"CUDA","saxpy","150000000","9","381.870000"
"PolyHok","nearest_neighbor","60000000","9","1034.000000"
"Numba","julia","2000","9","472.870000"
"Numba","mm","4000","9","1941.470000"
"CUDA","saxpy","100000000","9","275.770000"
"CUDA","mm","3500","9","562.260000"
"PolyHok","nbodies","35000","9","1118.000000"
"CUDA","mm","2500","9","189.330000"
"Numba","saxpy","150000000","9","685.490000"
"PolyHok","saxpy","150000000","9","715.000000"
"CUDA","nbodies","35000","9","701.660000"
"Numba","nbodies","20000","9","532.010000"
"Numba","julia","1500","9","385.250000"
"CUDA","nearest_neighbor","100000000","9","927.750000"
"PolyHok","nearest_neighbor","40000000","9","801.000000"
"Numba","mm","3500","9","1402.130000"
"PolyHok","julia","2000","9","187.000000"
"PolyHok","mm","3500","9","888.000000"
"PolyHok","nearest_neighbor","100000000","9","1474.000000"
"CUDA","julia","2000","9","112.400000"
"CUDA","mm","4000","9","755.490000"
"Numba","nearest_neighbor","40000000","9","740.530000"
"PolyHok","mm","3000","9","601.000000"
"CUDA","nbodies","25000","9","395.510000"
"PolyHok","mm","2500","9","519.000000"
"Numba","saxpy","100000000","9","549.060000"
"CUDA","mm","3000","9","300.260000"
"CUDA","nearest_neighbor","80000000","9","754.600000"
"PolyHok","mm","4000","9","1083.000000"
"Numba","julia","1000","9","329.780000"
"CUDA","nbodies","15000","9","115.130000"
"Numba","mm","2500","9","667.180000"
"PolyHok","nearest_neighbor","80000000","9","1299.000000"
"PolyHok","saxpy","75000000","9","492.000000"
"PolyHok","saxpy","125000000","9","635.000000"
"Numba","nearest_neighbor","80000000","9","1155.510000"
"Numba","nearest_neighbor","20000000","9","521.230000"
"PolyHok","julia","2500","9","256.000000"
"CUDA","julia","500","9","7.210000"
"CUDA","nearest_neighbor","40000000","9","374.420000"
"PolyHok","julia","1500","9","132.000000"
"CUDA","nearest_neighbor","60000000","9","558.020000"
"Numba","nbodies","25000","9","586.300000"
"CUDA","mm","2000","9","87.070000"
"Numba","nbodies","35000","9","773.280000"
"CUDA","julia","2500","9","175.230000"
"CUDA","julia","1500","9","64.220000"
"PolyHok","saxpy","100000000","9","576.000000"
"CUDA","nbodies","30000","9","478.240000"
"Numba","julia","500","9","286.290000"
"PolyHok","nbodies","15000","9","454.000000"
"CUDA","saxpy","50000000","9","125.900000"
"CUDA","nbodies","20000","9","298.760000"
"Numba","nbodies","15000","9","403.130000"
"PolyHok","julia","2000","10","187.000000"
"CUDA","saxpy","150000000","10","376.590000"
"CUDA","julia","1500","10","63.890000"
"Numba","nbodies","20000","10","527.420000"
"CUDA","mm","3500","10","559.940000"
"Numba","julia","2500","10","589.070000"
"PolyHok","nbodies","15000","10","450.000000"
"PolyHok","saxpy","150000000","10","730.000000"
"CUDA","nearest_neighbor","20000000","10","186.880000"
"Numba","mm","2000","10","455.520000"
"Numba","nbodies","25000","10","589.750000"
"PolyHok","nbodies","25000","10","805.000000"
"Numba","nearest_neighbor","80000000","10","1141.000000"
"CUDA","mm","3000","10","303.310000"
"PolyHok","saxpy","75000000","10","538.000000"
"Numba","nbodies","35000","10","795.370000"
"Numba","mm","3500","10","1398.990000"
"Numba","saxpy","100000000","10","524.880000"
"Numba","julia","500","10","285.260000"
"Numba","julia","1000","10","323.020000"
"CUDA","nbodies","35000","10","688.090000"
"CUDA","saxpy","75000000","10","188.530000"
"PolyHok","nearest_neighbor","100000000","10","1496.000000"
"CUDA","nbodies","25000","10","395.210000"
"PolyHok","nearest_neighbor","20000000","10","571.000000"
"CUDA","nearest_neighbor","100000000","10","928.410000"
"CUDA","mm","2000","10","86.950000"
"Numba","saxpy","75000000","10","464.080000"
"PolyHok","mm","3500","10","859.000000"
"PolyHok","julia","1000","10","95.000000"
"PolyHok","nbodies","30000","10","912.000000"
"PolyHok","nearest_neighbor","80000000","10","1280.000000"
"PolyHok","mm","4000","10","1061.000000"
"Numba","saxpy","150000000","10","4825.290000"
"PolyHok","mm","2000","10","557.000000"
"Numba","nearest_neighbor","100000000","10","2779.370000"
"Numba","mm","4000","10","2420.570000"
"Numba","nearest_neighbor","40000000","10","758.040000"
"PolyHok","saxpy","100000000","10","657.000000"
"Numba","julia","2000","10","475.960000"
"CUDA","saxpy","50000000","10","125.970000"
"PolyHok","mm","2500","10","670.000000"
"CUDA","julia","1000","10","28.580000"
"PolyHok","nearest_neighbor","60000000","10","1189.000000"
"Numba","nbodies","15000","10","421.140000"
"Numba","saxpy","50000000","10","415.170000"
"PolyHok","nbodies","20000","10","543.000000"
"PolyHok","saxpy","50000000","10","435.000000"
"Numba","mm","2500","10","663.560000"
"Numba","nearest_neighbor","20000000","10","516.740000"
"PolyHok","mm","3000","10","597.000000"
"CUDA","nbodies","30000","10","478.700000"
"CUDA","mm","4000","10","757.130000"
"CUDA","saxpy","100000000","10","280.570000"
"Numba","nbodies","30000","10","645.860000"
"CUDA","nearest_neighbor","60000000","10","557.820000"
"Numba","saxpy","125000000","10","600.020000"
"PolyHok","nearest_neighbor","40000000","10","764.000000"
"PolyHok","julia","1500","10","136.000000"
"CUDA","nbodies","15000","10","115.130000"
"CUDA","nearest_neighbor","80000000","10","743.520000"
"CUDA","nearest_neighbor","40000000","10","371.740000"
"Numba","mm","3000","10","964.590000"
"PolyHok","nbodies","35000","10","1009.000000"
"PolyHok","julia","2500","10","254.000000"
"CUDA","mm","2500","10","195.840000"
"CUDA","julia","2500","10","175.400000"
"PolyHok","saxpy","125000000","10","673.000000"
"CUDA","julia","500","10","7.220000"
"PolyHok","julia","500","10","72.000000"
"CUDA","saxpy","125000000","10","317.780000"
"Numba","julia","1500","10","386.500000"
"CUDA","nbodies","20000","10","298.840000"
"CUDA","julia","2000","10","112.620000"
"Numba","nearest_neighbor","60000000","10","940.830000"
"Numba","nbodies","30000","11","637.930000"
"CUDA","mm","4000","11","751.200000"
"PolyHok","saxpy","150000000","11","719.000000"
"Numba","nearest_neighbor","60000000","11","932.600000"
"PolyHok","nearest_neighbor","40000000","11","804.000000"
"Numba","mm","4000","11","1952.250000"
"PolyHok","mm","3000","11","673.000000"
"CUDA","nearest_neighbor","80000000","11","757.880000"
"CUDA","julia","2500","11","175.820000"
"CUDA","mm","2000","11","87.110000"
"CUDA","mm","2500","11","189.540000"
"Numba","mm","3500","11","1394.550000"
"CUDA","julia","500","11","7.420000"
"Numba","nbodies","35000","11","774.740000"
"PolyHok","nbodies","30000","11","906.000000"
"Numba","saxpy","150000000","11","712.750000"
"CUDA","nbodies","25000","11","395.520000"
"CUDA","julia","2000","11","113.370000"
"Numba","mm","3000","11","1063.730000"
"CUDA","nearest_neighbor","20000000","11","186.050000"
"Numba","mm","2500","11","664.990000"
"CUDA","saxpy","125000000","11","315.490000"
"CUDA","nbodies","30000","11","478.370000"
"Numba","saxpy","125000000","11","601.190000"
"PolyHok","saxpy","50000000","11","413.000000"
"PolyHok","saxpy","125000000","11","641.000000"
"PolyHok","mm","3500","11","882.000000"
"CUDA","nearest_neighbor","60000000","11","576.220000"
"PolyHok","mm","4000","11","1054.000000"
"Numba","nearest_neighbor","40000000","11","2550.010000"
"CUDA","mm","3000","11","302.560000"
"PolyHok","nbodies","25000","11","806.000000"
"Numba","julia","1000","11","328.550000"
"Numba","nbodies","25000","11","586.580000"
"PolyHok","nearest_neighbor","100000000","11","1663.000000"
"Numba","nearest_neighbor","100000000","11","1462.810000"
"PolyHok","julia","2500","11","485.000000"
"Numba","saxpy","100000000","11","524.840000"
"CUDA","julia","1500","11","63.560000"
"Numba","julia","2500","11","640.560000"
"PolyHok","nbodies","35000","11","1007.000000"
"CUDA","saxpy","100000000","11","258.570000"
"CUDA","nearest_neighbor","40000000","11","373.130000"
"CUDA","nearest_neighbor","100000000","11","930.780000"
"PolyHok","julia","2000","11","185.000000"
"Numba","nbodies","20000","11","525.550000"
"CUDA","julia","1000","11","28.250000"
"CUDA","nbodies","15000","11","115.130000"
"PolyHok","julia","1500","11","133.000000"
"CUDA","saxpy","50000000","11","126.640000"
"Numba","julia","500","11","286.760000"
"PolyHok","mm","2500","11","483.000000"
"PolyHok","nearest_neighbor","60000000","11","1026.000000"
"PolyHok","saxpy","100000000","11","680.000000"
"Numba","saxpy","50000000","11","396.690000"
"Numba","nearest_neighbor","20000000","11","691.700000"
"PolyHok","nearest_neighbor","80000000","11","1259.000000"
"CUDA","nbodies","20000","11","298.670000"
"CUDA","nbodies","35000","11","687.710000"
"Numba","nbodies","15000","11","407.480000"
"PolyHok","saxpy","75000000","11","500.000000"
"PolyHok","nearest_neighbor","20000000","11","603.000000"
"Numba","julia","2000","11","473.740000"
"PolyHok","nbodies","20000","11","551.000000"
"Numba","julia","1500","11","387.220000"
"PolyHok","nbodies","15000","11","448.000000"
"CUDA","mm","3500","11","556.280000"
"Numba","nearest_neighbor","80000000","11","1142.320000"
"PolyHok","julia","1000","11","97.000000"
"CUDA","saxpy","150000000","11","377.150000"
"Numba","saxpy","75000000","11","451.270000"
"PolyHok","mm","2000","11","373.000000"
"Numba","mm","2000","11","469.060000"
"CUDA","saxpy","75000000","11","201.530000"
"PolyHok","julia","500","11","74.000000"
"PolyHok","nearest_neighbor","40000000","12","809.000000"
"CUDA","mm","4000","12","749.160000"
"Numba","julia","2500","12","692.100000"
"CUDA","nearest_neighbor","20000000","12","186.520000"
"CUDA","nbodies","20000","12","298.960000"
"Numba","nbodies","35000","12","776.790000"
"Numba","mm","4000","12","1943.300000"
"Numba","nearest_neighbor","40000000","12","728.080000"
"Numba","nearest_neighbor","60000000","12","946.010000"
"Numba","mm","2000","12","457.320000"
"Numba","nearest_neighbor","80000000","12","1144.870000"
"CUDA","nearest_neighbor","60000000","12","565.390000"
"PolyHok","saxpy","75000000","12","581.000000"
"PolyHok","nbodies","20000","12","538.000000"
"Numba","nbodies","20000","12","526.630000"
"CUDA","saxpy","100000000","12","250.830000"
"Numba","nbodies","30000","12","638.670000"
"Numba","saxpy","75000000","12","452.270000"
"CUDA","julia","2500","12","175.880000"
"CUDA","julia","1000","12","28.260000"
"PolyHok","julia","2000","12","187.000000"
"Numba","nbodies","15000","12","406.320000"
"CUDA","julia","2000","12","112.540000"
"CUDA","saxpy","75000000","12","195.170000"
"Numba","julia","1000","12","351.600000"
"PolyHok","nearest_neighbor","60000000","12","1046.000000"
"CUDA","nbodies","15000","12","115.270000"
"CUDA","saxpy","125000000","12","311.740000"
"PolyHok","mm","3500","12","906.000000"
"CUDA","saxpy","150000000","12","424.240000"
"CUDA","nbodies","35000","12","688.540000"
"CUDA","nbodies","25000","12","395.350000"
"Numba","mm","3000","12","1648.310000"
"Numba","nearest_neighbor","20000000","12","944.470000"
"PolyHok","mm","2000","12","371.000000"
"Numba","mm","2500","12","730.930000"
"CUDA","mm","2500","12","192.430000"
"Numba","saxpy","50000000","12","478.850000"
"PolyHok","julia","2500","12","430.000000"
"Numba","saxpy","100000000","12","531.040000"
"CUDA","nbodies","30000","12","478.250000"
"PolyHok","nbodies","35000","12","1002.000000"
"CUDA","nearest_neighbor","80000000","12","754.090000"
"Numba","mm","3500","12","1713.130000"
"PolyHok","julia","1500","12","135.000000"
"CUDA","julia","500","12","7.240000"
"CUDA","mm","3000","12","304.390000"
"PolyHok","mm","2500","12","512.000000"
"CUDA","julia","1500","12","64.630000"
"PolyHok","saxpy","125000000","12","710.000000"
"CUDA","nearest_neighbor","40000000","12","372.660000"
"PolyHok","nearest_neighbor","20000000","12","574.000000"
"PolyHok","julia","500","12","77.000000"
"PolyHok","mm","4000","12","1082.000000"
"PolyHok","nearest_neighbor","80000000","12","1292.000000"
"Numba","julia","2000","12","924.780000"
"PolyHok","julia","1000","12","172.000000"
"PolyHok","saxpy","150000000","12","732.000000"
"PolyHok","mm","3000","12","594.000000"
"Numba","nearest_neighbor","100000000","12","1626.150000"
"CUDA","saxpy","50000000","12","125.930000"
"Numba","julia","1500","12","396.970000"
"PolyHok","saxpy","100000000","12","579.000000"
"PolyHok","nbodies","30000","12","902.000000"
"PolyHok","nbodies","15000","12","452.000000"
"PolyHok","nbodies","25000","12","809.000000"
"PolyHok","saxpy","50000000","12","428.000000"
"Numba","saxpy","125000000","12","607.430000"
"CUDA","nearest_neighbor","100000000","12","928.800000"
"Numba","julia","500","12","285.930000"
"Numba","nbodies","25000","12","586.990000"
"CUDA","mm","3500","12","557.840000"
"Numba","saxpy","150000000","12","827.630000"
"CUDA","mm","2000","12","87.010000"
"PolyHok","nearest_neighbor","100000000","12","1470.000000"
"Numba","mm","4000","13","1944.550000"
"PolyHok","saxpy","75000000","13","510.000000"
"Numba","julia","500","13","296.570000"
"Numba","saxpy","75000000","13","469.680000"
"Numba","nearest_neighbor","60000000","13","939.640000"
"Numba","nearest_neighbor","80000000","13","1148.500000"
"Numba","nearest_neighbor","100000000","13","1396.980000"
"Numba","nbodies","35000","13","774.110000"
"Numba","nearest_neighbor","40000000","13","724.390000"
"Numba","julia","1500","13","386.320000"
"CUDA","saxpy","75000000","13","188.240000"
"PolyHok","saxpy","50000000","13","569.000000"
"CUDA","saxpy","100000000","13","255.100000"
"CUDA","nbodies","35000","13","687.960000"
"CUDA","saxpy","50000000","13","125.140000"
"PolyHok","julia","1000","13","98.000000"
"Numba","mm","3000","13","963.750000"
"CUDA","nearest_neighbor","20000000","13","186.140000"
"CUDA","julia","1500","13","63.450000"
"PolyHok","julia","2500","13","254.000000"
"CUDA","nbodies","15000","13","115.210000"
"PolyHok","nbodies","35000","13","999.000000"
"PolyHok","mm","2000","13","370.000000"
"PolyHok","julia","1500","13","131.000000"
"Numba","saxpy","150000000","13","696.520000"
"CUDA","nearest_neighbor","40000000","13","378.770000"
"Numba","saxpy","100000000","13","537.160000"
"PolyHok","nbodies","15000","13","454.000000"
"Numba","julia","2000","13","579.850000"
"Numba","julia","2500","13","588.580000"
"PolyHok","nearest_neighbor","20000000","13","622.000000"
"CUDA","nbodies","25000","13","403.200000"
"Numba","mm","3500","13","1392.000000"
"CUDA","saxpy","150000000","13","375.800000"
"PolyHok","mm","3000","13","599.000000"
"PolyHok","nearest_neighbor","60000000","13","1057.000000"
"Numba","mm","2500","13","670.060000"
"CUDA","mm","2500","13","192.180000"
"CUDA","julia","2000","13","112.550000"
"PolyHok","julia","2000","13","190.000000"
"PolyHok","saxpy","100000000","13","601.000000"
"Numba","nbodies","25000","13","587.420000"
"PolyHok","mm","3500","13","874.000000"
"Numba","saxpy","50000000","13","392.390000"
"Numba","mm","2000","13","461.440000"
"PolyHok","julia","500","13","73.000000"
"Numba","nbodies","20000","13","569.040000"
"PolyHok","nearest_neighbor","40000000","13","795.000000"
"PolyHok","nearest_neighbor","80000000","13","1506.000000"
"PolyHok","nbodies","30000","13","907.000000"
"Numba","julia","1000","13","462.810000"
"CUDA","nearest_neighbor","80000000","13","755.550000"
"PolyHok","saxpy","150000000","13","709.000000"
"PolyHok","saxpy","125000000","13","640.000000"
"CUDA","saxpy","125000000","13","313.090000"
"Numba","nearest_neighbor","20000000","13","523.420000"
"Numba","saxpy","125000000","13","602.330000"
"PolyHok","mm","4000","13","1105.000000"
"CUDA","julia","2500","13","180.280000"
"PolyHok","mm","2500","13","457.000000"
"Numba","nbodies","30000","13","645.450000"
"CUDA","julia","500","13","7.220000"
"CUDA","mm","4000","13","761.520000"
"CUDA","mm","3000","13","302.540000"
"CUDA","nbodies","20000","13","298.860000"
"CUDA","julia","1000","13","28.540000"
"PolyHok","nearest_neighbor","100000000","13","1477.000000"
"CUDA","nearest_neighbor","100000000","13","932.530000"
"PolyHok","nbodies","20000","13","659.000000"
"CUDA","mm","2000","13","86.890000"
"PolyHok","nbodies","25000","13","803.000000"
"CUDA","nearest_neighbor","60000000","13","557.050000"
"Numba","nbodies","15000","13","405.750000"
"CUDA","nbodies","30000","13","478.280000"
"CUDA","mm","3500","13","556.190000"
"Numba","mm","4000","14","1951.260000"
"PolyHok","julia","1000","14","95.000000"
"CUDA","julia","2000","14","113.590000"
"CUDA","saxpy","100000000","14","250.390000"
"Numba","nearest_neighbor","100000000","14","1350.870000"
"CUDA","saxpy","125000000","14","314.980000"
"CUDA","nbodies","30000","14","478.270000"
"CUDA","nearest_neighbor","100000000","14","927.800000"
"PolyHok","julia","2000","14","272.000000"
"CUDA","nbodies","15000","14","115.110000"
"CUDA","nearest_neighbor","80000000","14","749.870000"
"PolyHok","mm","4000","14","1109.000000"
"PolyHok","julia","1500","14","138.000000"
"CUDA","saxpy","50000000","14","143.730000"
"Numba","nearest_neighbor","40000000","14","2605.230000"
"Numba","julia","1500","14","526.010000"
"Numba","nbodies","30000","14","641.400000"
"PolyHok","mm","3000","14","600.000000"
"CUDA","mm","3500","14","653.640000"
"PolyHok","julia","500","14","270.000000"
"Numba","saxpy","75000000","14","750.830000"
"CUDA","nbodies","20000","14","350.130000"
"PolyHok","saxpy","150000000","14","688.000000"
"Numba","julia","500","14","290.950000"
"CUDA","julia","2500","14","180.170000"
"PolyHok","julia","2500","14","249.000000"
"CUDA","julia","1500","14","67.530000"
"CUDA","saxpy","75000000","14","194.370000"
"PolyHok","nearest_neighbor","20000000","14","602.000000"
"PolyHok","nearest_neighbor","80000000","14","1271.000000"
"PolyHok","nearest_neighbor","40000000","14","808.000000"
"Numba","saxpy","50000000","14","386.490000"
"PolyHok","nearest_neighbor","60000000","14","1050.000000"
"CUDA","mm","3000","14","300.780000"
"Numba","julia","2000","14","481.290000"
"Numba","mm","2500","14","661.250000"
"CUDA","mm","4000","14","758.640000"
"PolyHok","saxpy","75000000","14","456.000000"
"Numba","nbodies","35000","14","775.950000"
"Numba","nbodies","20000","14","530.380000"
"Numba","mm","3000","14","971.070000"
"Numba","saxpy","150000000","14","676.620000"
"Numba","saxpy","100000000","14","533.920000"
"CUDA","julia","1000","14","28.300000"
"Numba","nbodies","25000","14","586.130000"
"PolyHok","saxpy","125000000","14","643.000000"
"Numba","mm","2000","14","456.710000"
"Numba","nearest_neighbor","60000000","14","971.680000"
"Numba","nearest_neighbor","20000000","14","524.940000"
"PolyHok","saxpy","50000000","14","426.000000"
"CUDA","saxpy","150000000","14","384.930000"
"PolyHok","nbodies","25000","14","813.000000"
"PolyHok","mm","2500","14","518.000000"
"PolyHok","mm","2000","14","371.000000"
"Numba","mm","3500","14","1403.100000"
"Numba","saxpy","125000000","14","830.320000"
"CUDA","julia","500","14","7.230000"
"PolyHok","nbodies","20000","14","962.000000"
"CUDA","nearest_neighbor","20000000","14","367.750000"
"Numba","julia","1000","14","328.760000"
"CUDA","mm","2000","14","87.740000"
"PolyHok","nbodies","35000","14","1002.000000"
"CUDA","nbodies","35000","14","701.570000"
"PolyHok","saxpy","100000000","14","563.000000"
"PolyHok","nearest_neighbor","100000000","14","1514.000000"
"Numba","nearest_neighbor","80000000","14","1202.540000"
"PolyHok","mm","3500","14","856.000000"
"CUDA","nearest_neighbor","40000000","14","377.850000"
"CUDA","nbodies","25000","14","395.430000"
"Numba","julia","2500","14","595.050000"
"PolyHok","nbodies","15000","14","421.000000"
"CUDA","mm","2500","14","190.330000"
"CUDA","nearest_neighbor","60000000","14","566.580000"
"Numba","nbodies","15000","14","678.380000"
"PolyHok","nbodies","30000","14","908.000000"
"Numba","julia","1000","15","328.660000"
"Numba","julia","2000","15","476.640000"
"PolyHok","nearest_neighbor","60000000","15","1060.000000"
"PolyHok","mm","3500","15","858.000000"
"PolyHok","saxpy","125000000","15","650.000000"
"CUDA","saxpy","75000000","15","215.620000"
"Numba","julia","500","15","291.800000"
"CUDA","saxpy","150000000","15","401.560000"
"CUDA","nearest_neighbor","80000000","15","753.570000"
"CUDA","nbodies","25000","15","395.400000"
"Numba","saxpy","150000000","15","721.690000"
"Numba","julia","1500","15","394.200000"
"PolyHok","mm","2500","15","526.000000"
"PolyHok","nbodies","30000","15","905.000000"
"Numba","mm","3500","15","1395.640000"
"Numba","mm","3000","15","966.410000"
"CUDA","nbodies","20000","15","314.440000"
"CUDA","mm","3000","15","302.350000"
"CUDA","julia","500","15","7.240000"
"Numba","nearest_neighbor","60000000","15","949.650000"
"PolyHok","nearest_neighbor","100000000","15","1576.000000"
"PolyHok","julia","2500","15","249.000000"
"Numba","nbodies","30000","15","649.600000"
"CUDA","saxpy","50000000","15","126.840000"
"PolyHok","nbodies","15000","15","436.000000"
"Numba","mm","4000","15","2136.390000"
"PolyHok","nearest_neighbor","20000000","15","603.000000"
"CUDA","nbodies","15000","15","115.110000"
"PolyHok","mm","2000","15","1446.000000"
"PolyHok","saxpy","150000000","15","793.000000"
"PolyHok","julia","500","15","71.000000"
"CUDA","saxpy","100000000","15","258.720000"
"Numba","saxpy","50000000","15","373.740000"
"CUDA","julia","2500","15","176.220000"
"PolyHok","nbodies","35000","15","1001.000000"
"PolyHok","mm","3000","15","606.000000"
"CUDA","nearest_neighbor","100000000","15","959.610000"
"PolyHok","nbodies","25000","15","813.000000"
"CUDA","nearest_neighbor","20000000","15","192.380000"
"Numba","nbodies","35000","15","792.240000"
"Numba","nearest_neighbor","100000000","15","1387.570000"
"PolyHok","nearest_neighbor","40000000","15","798.000000"
"Numba","saxpy","75000000","15","450.670000"
"CUDA","nearest_neighbor","60000000","15","557.470000"
"PolyHok","saxpy","75000000","15","500.000000"
"Numba","saxpy","100000000","15","535.770000"
"Numba","nbodies","25000","15","594.870000"
"Numba","mm","2000","15","454.830000"
"PolyHok","saxpy","100000000","15","572.000000"
"PolyHok","nearest_neighbor","80000000","15","1299.000000"
"Numba","saxpy","125000000","15","607.690000"
"PolyHok","nbodies","20000","15","544.000000"
"PolyHok","julia","1500","15","133.000000"
"CUDA","saxpy","125000000","15","314.930000"
"PolyHok","julia","2000","15","189.000000"
"PolyHok","saxpy","50000000","15","426.000000"
"Numba","nearest_neighbor","80000000","15","1142.330000"
"Numba","mm","2500","15","659.380000"
"CUDA","julia","2000","15","112.580000"
"Numba","nbodies","20000","15","522.660000"
"CUDA","nbodies","30000","15","478.270000"
"CUDA","mm","4000","15","751.120000"
"Numba","nearest_neighbor","40000000","15","723.620000"
"PolyHok","mm","4000","15","1101.000000"
"CUDA","mm","2500","15","194.080000"
"CUDA","nearest_neighbor","40000000","15","380.040000"
"Numba","nearest_neighbor","20000000","15","526.380000"
"Numba","julia","2500","15","588.320000"
"PolyHok","julia","1000","15","103.000000"
"CUDA","mm","2000","15","87.710000"
"CUDA","julia","1000","15","28.360000"
"CUDA","nbodies","35000","15","687.880000"
"CUDA","mm","3500","15","560.640000"
"CUDA","julia","1500","15","63.890000"
"Numba","nbodies","15000","15","528.600000"
"CUDA","mm","3500","16","560.680000"
"CUDA","nearest_neighbor","40000000","16","377.710000"
"PolyHok","nbodies","25000","16","913.000000"
"Numba","nearest_neighbor","20000000","16","531.720000"
"PolyHok","nearest_neighbor","20000000","16","635.000000"
"CUDA","mm","2500","16","188.720000"
"CUDA","saxpy","125000000","16","313.810000"
"CUDA","nearest_neighbor","20000000","16","185.990000"
"Numba","julia","2500","16","590.530000"
"PolyHok","nearest_neighbor","100000000","16","1522.000000"
"PolyHok","mm","2500","16","485.000000"
"Numba","julia","1500","16","396.300000"
"Numba","nbodies","30000","16","642.370000"
"Numba","mm","2500","16","661.960000"
"CUDA","saxpy","100000000","16","276.620000"
"Numba","nbodies","35000","16","779.580000"
"PolyHok","nbodies","30000","16","904.000000"
"CUDA","julia","1500","16","63.480000"
"CUDA","nearest_neighbor","80000000","16","764.160000"
"Numba","nbodies","15000","16","411.550000"
"PolyHok","mm","4000","16","1406.000000"
"Numba","julia","500","16","293.490000"
"CUDA","nbodies","25000","16","395.210000"
"CUDA","julia","1000","16","29.330000"
"CUDA","mm","4000","16","761.040000"
"Numba","saxpy","50000000","16","401.720000"
"Numba","nearest_neighbor","60000000","16","2843.760000"
"PolyHok","nbodies","35000","16","5114.000000"
"Numba","julia","2000","16","1168.320000"
"Numba","nbodies","20000","16","2198.160000"
"Numba","mm","3500","16","2755.660000"
"Numba","julia","1000","16","332.480000"
"Numba","saxpy","75000000","16","456.350000"
"PolyHok","nearest_neighbor","40000000","16","831.000000"
"PolyHok","julia","2500","16","249.000000"
"PolyHok","saxpy","75000000","16","498.000000"
"Numba","nearest_neighbor","40000000","16","731.670000"
"PolyHok","julia","500","16","76.000000"
